Transaction_ID,Date,SKU_ID,Product_Name,Category,Quantity_Sold,Unit_Price,Total_Amount,Store_Location,Payment_Method,Discount_Applied,Customer_Type,Channel
T000197,2024-12-26,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,29,100.0,2900.0,South,UPI,162.17,VIP,franchise store
T000198,2025-08-21,18798487,Amul Cheese Danish 120g,Bakery Items,15,53.0,795.0,North,UPI,115.5,Seasonal,Mobile App
T000199,2024-12-24,25444452,Amul Ice Cream Cake 1kg,Others,13,500.0,6500.0,South,Card,991.71,First-time,Online Portal
T000200,2023-12-01,14415647,Amul Kool Rose Milk 200ml,Beverages,9,120.0,1080.0,West,Cash,37.14,New,Mobile App
T000201,2024-02-01,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),13,600.0,7800.0,South,Card,502.24,Family,Online Portal
T000202,2024-10-16,64935768,Amul Mithai Gulab Jamun Tin 1kg,Specialty Products,20,400.0,8000.0,East,Net Banking,151.24,Business,Offline Store
T000203,2024-11-14,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,6,300.0,1800.0,South,Net Banking,1.94,Business,Offline Store
T000204,2025-08-19,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,14,800.0,11200.0,East,Net Banking,1981.74,New,franchise store
T000205,2024-09-24,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,7,300.0,2100.0,South,Card,54.25,New,franchise store
T000206,2025-03-04,79195263,Amul Kool Saffron Milk 200ml,Beverages,11,120.0,1320.0,Central,Cash,234.18,Family,Offline Store
T000207,2024-02-25,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,10,500.0,5000.0,South,Net Banking,4.46,VIP,franchise store
T000208,2024-07-27,81997831,Amul Cheese Crackers 120g,Snacks & Savories,27,509.0,13743.0,Central,Net Banking,2440.28,Business,franchise store
T000209,2025-05-18,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,8,200.0,1600.0,East,UPI,74.5,Occasional,Offline Store
T000210,2024-06-27,70167474,Amul Frozen Paratha 400g,Bakery & Frozen,18,250.0,4500.0,East,Net Banking,398.75,VIP,Mobile App
T000211,2023-12-13,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,17,100.0,1700.0,North,Cash,295.59,Regular,Offline Store
T000212,2023-10-13,25444452,Amul Ice Cream Cake 1kg,Others,15,500.0,7500.0,West,UPI,264.83,Loyal,Offline Store
T000213,2025-01-15,26980737,Amul Tru Orange Juice 200ml,Beverages,10,116.0,1160.0,West,Net Banking,195.55,Seasonal,Mobile App
T000214,2025-01-06,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,19,436.0,8284.0,South,Card,169.1,First-time,Offline Store
T000215,2024-10-18,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,14,357.0,4998.0,Central,Wallet,385.75,Returning,Online Portal
T000216,2024-04-28,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,14,800.0,11200.0,Central,Card,892.99,Occasional,Mobile App
T000217,2024-11-12,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,13,150.0,1950.0,Central,Cash,229.19,New,Mobile App
T000218,2024-07-31,18009972,Amul Organic Ghee 500ml,Others,10,500.0,5000.0,East,Card,459.41,First-time,franchise store
T000219,2025-06-11,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,13,703.0,9139.0,Central,Net Banking,1047.93,VIP,Offline Store
T000220,2024-02-15,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,11,357.0,3927.0,Central,Card,633.35,New,Mobile App
T000221,2025-04-19,82806583,Amul Cheese Tin 500g,Others,5,500.0,2500.0,West,Card,248.3,Occasional,franchise store
T000222,2024-01-20,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,16,436.0,6976.0,South,Card,44.2,Regular,Mobile App
T000223,2025-02-02,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,14,178.0,2492.0,Central,Card,302.12,Business,franchise store
T000224,2025-07-20,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,9,150.0,1350.0,West,UPI,128.3,Family,Online Portal
T000225,2024-06-22,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,12,150.0,1800.0,North,Net Banking,234.11,VIP,franchise store
T000226,2025-03-03,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,17,550.0,9350.0,South,Wallet,1289.19,Seasonal,franchise store
T000227,2025-08-12,16994393,Amul Taaza Milk 1L,Dairy Products,16,100.0,1600.0,South,Cash,8.29,Business,Mobile App
T000228,2024-06-25,69924743,Amul Shrikhand Mango 500g,Specialty Products,15,400.0,6000.0,South,Cash,848.51,VIP,Offline Store
T000229,2025-02-21,11289388,Amul Rasmalai 500g,Specialty Products,11,400.0,4400.0,North,Wallet,406.63,VIP,franchise store
T000230,2025-05-14,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,19,300.0,5700.0,East,Wallet,413.74,Returning,Mobile App
T000231,2025-03-27,24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,18,300.0,5400.0,South,Wallet,130.94,Occasional,Mobile App
T000232,2024-01-23,34223963,Amul Vanilla Muffin 90g,Bakery Items,8,51.0,408.0,East,UPI,2.23,VIP,Mobile App
T000233,2023-09-11,93245593,Amul Multigrain Dahi 200g,Health & Nutrition,9,158.0,1422.0,West,Card,272.18,Seasonal,franchise store
T000234,2024-04-07,70167474,Amul Frozen Paratha 400g,Bakery & Frozen,8,250.0,2000.0,East,Net Banking,270.3,Loyal,Mobile App
T000235,2024-04-06,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),14,600.0,8400.0,North,Wallet,1082.61,Occasional,Offline Store
T000236,2024-08-08,57937380,Amul Protein Shake Chocolate 200ml,Health & Nutrition,11,600.0,6600.0,South,Net Banking,855.31,Regular,Offline Store
T000237,2025-06-07,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,8,150.0,1200.0,East,Net Banking,201.55,Regular,Offline Store
T000238,2024-01-10,14701085,Amul Kool Elaichi Milk 200ml,Beverages,21,120.0,2520.0,South,Wallet,210.34,First-time,Online Portal
T000239,2023-09-17,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,19,100.0,1900.0,West,Net Banking,333.88,Loyal,franchise store
T000240,2025-05-06,68165390,Amul Kool Café 200ml,Beverages,8,51.0,408.0,West,Cash,49.33,Loyal,Online Portal
T000241,2024-07-10,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,16,30.0,480.0,East,UPI,2.47,Business,franchise store
T000242,2025-01-28,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,19,500.0,9500.0,West,UPI,1772.42,Business,Online Portal
T000243,2024-09-22,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),19,600.0,11400.0,North,Cash,2176.49,New,Online Portal
T000244,2024-02-29,16367289,Amul Strawberry Magic 750ml,Ice Creams,4,300.0,1200.0,Central,Card,171.65,Loyal,franchise store
T000245,2025-06-01,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,10,100.0,1000.0,Central,Cash,22.23,Seasonal,Mobile App
T000246,2025-08-10,14701085,Amul Kool Elaichi Milk 200ml,Beverages,23,120.0,2760.0,Central,Cash,177.28,New,Online Portal
T000247,2024-01-17,14701085,Amul Kool Elaichi Milk 200ml,Beverages,18,120.0,2160.0,North,Card,308.2,Occasional,Online Portal
T000248,2025-06-28,14701085,Amul Kool Elaichi Milk 200ml,Beverages,18,120.0,2160.0,Central,Net Banking,184.12,Family,Online Portal
T000249,2024-10-02,16443921,Amul Fruit & Nut Chocolate 150g,Chocolates,15,150.0,2250.0,East,Card,327.56,Returning,Mobile App
T000250,2025-01-17,70549300,Amul Dark Chocolate 150g,Chocolates,17,114.0,1938.0,South,Card,177.55,New,Online Portal
T000251,2024-07-25,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),14,375.0,5250.0,South,UPI,890.98,Business,Online Portal
T000252,2024-12-25,7241154,Amul Rajbhog Ice Cream 1L,Ice Creams,10,300.0,3000.0,Central,Card,359.83,First-time,Mobile App
T000253,2024-08-07,18315080,Amul Paneer 200g,Dairy Products,19,61.0,1159.0,East,Wallet,198.69,Business,Mobile App
T000254,2025-03-09,81997831,Amul Cheese Crackers 120g,Snacks & Savories,22,509.0,11198.0,Central,Cash,165.33,Business,Online Portal
T000255,2025-01-20,51772550,Amul Pizza Base 200g,Bakery & Frozen,18,250.0,4500.0,Central,Card,619.85,Regular,Offline Store
T000256,2023-11-13,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),15,600.0,9000.0,East,Net Banking,807.27,VIP,Offline Store
T000257,2024-09-20,14701085,Amul Kool Elaichi Milk 200ml,Beverages,10,120.0,1200.0,West,Cash,149.39,Regular,Offline Store
T000258,2024-08-20,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,14,500.0,7000.0,East,Wallet,1225.05,Returning,franchise store
T000259,2024-02-12,26598550,Amul Masti Buttermilk 500ml,Dairy Products,9,100.0,900.0,Central,Net Banking,20.91,Returning,franchise store
T000260,2025-01-11,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,8,238.0,1904.0,West,Wallet,87.66,Loyal,Mobile App
T000261,2024-05-11,70415490,Amul Frozen Veggie Burger Patty 500g,Bakery & Frozen,5,250.0,1250.0,East,Card,131.31,New,Offline Store
T000262,2024-02-27,97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,9,300.0,2700.0,Central,UPI,522.12,New,Mobile App
T000263,2024-12-26,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,9,150.0,1350.0,East,Cash,117.18,VIP,Online Portal
T000264,2024-11-03,68137847,Amul Kulfi 60ml,Ice Creams,13,107.0,1391.0,Central,Net Banking,147.33,First-time,Offline Store
T000265,2024-10-01,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,19,177.0,3363.0,Central,UPI,481.25,Returning,Mobile App
T000266,2024-05-17,7241154,Amul Rajbhog Ice Cream 1L,Ice Creams,14,300.0,4200.0,East,UPI,799.14,Loyal,Online Portal
T000267,2024-07-02,34223963,Amul Vanilla Muffin 90g,Bakery Items,6,51.0,306.0,West,Card,13.48,Seasonal,Mobile App
T000268,2025-06-03,31256377,Amul Happy Treats Veggie Stix 400g,Others,16,500.0,8000.0,East,Net Banking,1585.51,Regular,franchise store
T000269,2024-03-23,4957799,Amul Masti Dahi 400g,Probiotic & Health Range,8,250.0,2000.0,West,Card,297.68,Family,Online Portal
T000270,2023-11-12,69924743,Amul Shrikhand Mango 500g,Specialty Products,16,400.0,6400.0,North,Cash,603.36,Seasonal,Mobile App
T000271,2023-09-12,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,18,68.0,1224.0,Central,Wallet,10.76,Business,franchise store
T000272,2024-05-19,40563084,Amul Pure Ghee 500ml,Ghee & Cooking Essentials,22,411.0,9042.0,East,Cash,1168.31,Loyal,Mobile App
T000273,2024-04-26,34223963,Amul Vanilla Muffin 90g,Bakery Items,12,51.0,612.0,South,Net Banking,72.36,New,Mobile App
T000274,2024-02-11,83184284,Amul Kool Koko 200ml,Beverages,14,120.0,1680.0,Central,Net Banking,151.86,Business,Mobile App
T000275,2025-08-15,14701085,Amul Kool Elaichi Milk 200ml,Beverages,40,120.0,4800.0,South,Wallet,257.05,Loyal,Online Portal
T000276,2024-08-18,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,16,149.0,2384.0,North,Card,453.38,New,Offline Store
T000277,2025-06-18,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,15,800.0,12000.0,Central,UPI,1016.83,Loyal,Online Portal
T000278,2024-07-26,70549300,Amul Dark Chocolate 150g,Chocolates,11,114.0,1254.0,East,Net Banking,70.95,First-time,Offline Store
T000279,2024-03-06,69924743,Amul Shrikhand Mango 500g,Specialty Products,12,400.0,4800.0,Central,Card,514.05,Seasonal,Offline Store
T000280,2025-06-01,70549300,Amul Dark Chocolate 150g,Chocolates,13,114.0,1482.0,West,Wallet,279.1,Business,Offline Store
T000281,2025-07-11,80016687,Amul Butter 100g,Butter & Spreads,26,198.0,5148.0,Central,Cash,771.02,VIP,Offline Store
T000282,2024-09-19,82806583,Amul Cheese Tin 500g,Others,16,500.0,8000.0,East,UPI,928.51,New,franchise store
T000283,2024-10-16,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,6,68.0,408.0,Central,Net Banking,80.34,VIP,franchise store
T000284,2024-04-28,81997831,Amul Cheese Crackers 120g,Snacks & Savories,17,509.0,8653.0,West,UPI,1329.91,VIP,Online Portal
T000285,2025-07-18,97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,19,300.0,5700.0,Central,UPI,228.19,Business,Mobile App
T000286,2024-09-10,16267619,Amul Garlic & Herbs Butter 100g,Butter & Spreads,19,50.0,950.0,North,Card,4.05,Returning,Offline Store
T000287,2024-05-18,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),22,600.0,13200.0,North,UPI,1822.95,First-time,Online Portal
T000288,2025-01-01,16367289,Amul Strawberry Magic 750ml,Ice Creams,8,300.0,2400.0,East,Wallet,438.17,Seasonal,Offline Store
T000289,2024-11-23,93245593,Amul Multigrain Dahi 200g,Health & Nutrition,16,158.0,2528.0,South,UPI,481.94,Occasional,Online Portal
T000290,2025-02-07,4957799,Amul Masti Dahi 400g,Probiotic & Health Range,8,250.0,2000.0,West,Wallet,23.0,Business,franchise store
T000291,2024-02-25,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,12,500.0,6000.0,Central,Card,925.85,First-time,Mobile App
T000292,2024-09-19,18315080,Amul Paneer 200g,Dairy Products,28,61.0,1708.0,Central,Cash,314.39,Business,Online Portal
T000293,2024-05-04,12571772,Amul Basundi 1L,Specialty Products,13,400.0,5200.0,East,Net Banking,653.02,First-time,franchise store
T000294,2024-03-19,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,16,600.0,9600.0,East,UPI,855.16,Loyal,Offline Store
T000295,2025-01-22,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,11,30.0,330.0,Central,Wallet,53.97,Family,Mobile App
T000296,2025-07-06,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),8,600.0,4800.0,South,UPI,914.6,VIP,franchise store
T000297,2023-09-22,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,14,500.0,7000.0,West,Cash,687.45,Regular,Online Portal
T000298,2023-11-28,18315080,Amul Paneer 200g,Dairy Products,22,61.0,1342.0,East,Card,136.07,Regular,franchise store
T000299,2024-07-20,80405061,Amul A2 Cow Milk 1L,Others,10,500.0,5000.0,South,UPI,302.08,Business,Offline Store
T000300,2024-04-02,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,10,238.0,2380.0,South,Cash,119.6,Business,Mobile App
T000301,2025-06-09,23548091,Amul Chocozoo Kids Pack 250g,Chocolates,8,150.0,1200.0,West,Wallet,49.77,First-time,Mobile App
T000302,2023-12-18,51772550,Amul Pizza Base 200g,Bakery & Frozen,18,250.0,4500.0,South,Card,167.38,Occasional,Online Portal
T000303,2024-11-20,14415647,Amul Kool Rose Milk 200ml,Beverages,13,120.0,1560.0,South,Net Banking,93.1,Regular,franchise store
T000304,2023-09-12,5752287,Amul Camel Milk Chocolate 150g,Others,19,123.0,2337.0,East,Net Banking,393.89,VIP,Online Portal
T000305,2025-07-30,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,10,177.0,1770.0,South,Card,238.09,First-time,franchise store
T000306,2023-10-02,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,10,150.0,1500.0,East,Net Banking,22.44,Family,Offline Store
T000307,2024-02-25,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,14,100.0,1400.0,Central,Card,125.69,Returning,franchise store
T000308,2023-09-18,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,10,357.0,3570.0,North,Net Banking,535.24,Business,Online Portal
T000309,2025-07-12,26598550,Amul Masti Buttermilk 500ml,Dairy Products,10,100.0,1000.0,East,Card,122.51,Business,franchise store
T000310,2025-07-23,12571772,Amul Basundi 1L,Specialty Products,16,400.0,6400.0,North,UPI,564.73,First-time,Mobile App
T000311,2023-11-26,68165390,Amul Kool Café 200ml,Beverages,9,51.0,459.0,North,UPI,22.27,VIP,Online Portal
T000312,2025-03-04,58937020,Amul Chocolate Brownie 100g,Bakery Items,7,218.0,1526.0,North,Net Banking,50.25,Loyal,Mobile App
T000313,2025-04-17,93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,20,150.0,3000.0,South,Cash,11.16,Family,Offline Store
T000314,2023-10-06,1148473,Amul Camel Milk 500ml,Others,10,500.0,5000.0,Central,Card,929.89,New,franchise store
T000315,2024-09-06,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,18,177.0,3186.0,South,Net Banking,390.14,Loyal,franchise store
T000316,2025-02-07,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,10,238.0,2380.0,West,Wallet,29.22,Seasonal,Online Portal
T000317,2025-05-24,82147020,Amul Almond Bar 40g,Chocolates,5,57.0,285.0,North,Wallet,22.22,Occasional,Mobile App
T000318,2024-07-01,62232487,Amul Milk Chocolate 150g,Chocolates,17,115.0,1955.0,North,Net Banking,172.44,Returning,franchise store
T000319,2025-01-19,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,16,177.0,2832.0,East,Cash,525.51,Loyal,Online Portal
T000320,2024-08-14,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,17,500.0,8500.0,South,Net Banking,694.31,Regular,Online Portal
T000321,2023-09-01,7241154,Amul Rajbhog Ice Cream 1L,Ice Creams,7,300.0,2100.0,North,UPI,369.25,Family,franchise store
T000322,2024-07-28,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,6,250.0,1500.0,West,Wallet,260.29,Loyal,Mobile App
T000323,2024-09-20,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,19,100.0,1900.0,North,UPI,233.09,Family,Online Portal
T000324,2023-11-03,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,15,600.0,9000.0,Central,Cash,1746.23,Occasional,Offline Store
T000325,2024-03-17,34223963,Amul Vanilla Muffin 90g,Bakery Items,9,51.0,459.0,North,Wallet,48.23,First-time,Online Portal
T000326,2023-10-06,4957799,Amul Masti Dahi 400g,Probiotic & Health Range,10,250.0,2500.0,East,Net Banking,176.69,Family,franchise store
T000327,2023-11-29,61133075,Amul Butter Croissant 80g,Bakery Items,11,187.0,2057.0,West,UPI,43.77,Returning,Online Portal
T000328,2024-11-11,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),18,600.0,10800.0,West,Wallet,1978.97,VIP,Online Portal
T000329,2024-12-29,14701085,Amul Kool Elaichi Milk 200ml,Beverages,19,120.0,2280.0,Central,Card,11.44,Loyal,franchise store
T000330,2025-05-26,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,14,100.0,1400.0,North,Wallet,207.07,Returning,Offline Store
T000331,2025-03-04,56068016,Amul Fortified Milk 1L,Health & Nutrition,10,600.0,6000.0,Central,Net Banking,833.17,Returning,Online Portal
T000332,2025-08-21,58937020,Amul Chocolate Brownie 100g,Bakery Items,20,218.0,4360.0,West,Card,600.99,Loyal,Online Portal
T000333,2024-10-15,25032666,Amul Gold Milk 1L,Dairy Products,15,100.0,1500.0,North,Cash,9.88,Occasional,Offline Store
T000334,2024-12-23,68165390,Amul Kool Café 200ml,Beverages,12,51.0,612.0,East,Wallet,81.91,Seasonal,Mobile App
T000335,2024-12-27,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,9,150.0,1350.0,Central,Wallet,95.62,First-time,Offline Store
T000336,2024-07-20,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,13,99.0,1287.0,South,Card,184.07,Seasonal,Mobile App
T000337,2024-11-21,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,9,300.0,2700.0,East,Net Banking,284.61,New,Online Portal
T000338,2025-03-09,68165390,Amul Kool Café 200ml,Beverages,12,51.0,612.0,East,Wallet,31.3,First-time,franchise store
T000339,2023-10-23,16994393,Amul Taaza Milk 1L,Dairy Products,16,100.0,1600.0,West,UPI,9.89,Occasional,Mobile App
T000340,2023-10-08,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,18,99.0,1782.0,West,Card,202.28,Seasonal,franchise store
T000341,2024-06-09,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,6,238.0,1428.0,West,UPI,246.25,Returning,Online Portal
T000342,2025-01-29,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,17,500.0,8500.0,North,UPI,440.86,VIP,franchise store
T000343,2025-04-30,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,7,703.0,4921.0,South,Wallet,382.39,Returning,Online Portal
T000344,2025-02-14,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),21,600.0,12600.0,North,Cash,1905.42,Seasonal,franchise store
T000345,2024-09-03,71930565,Amul Cow Ghee 1L,Ghee & Cooking Essentials,17,800.0,13600.0,East,Net Banking,1761.44,First-time,Online Portal
T000346,2023-09-23,64935768,Amul Mithai Gulab Jamun Tin 1kg,Specialty Products,16,400.0,6400.0,East,Wallet,846.81,New,Mobile App
T000347,2023-12-15,70134094,Amul Tru Apple Juice 200ml,Beverages,19,74.0,1406.0,South,UPI,220.68,New,Mobile App
T000348,2024-05-23,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,13,100.0,1300.0,East,Cash,156.29,Regular,Offline Store
T000349,2024-07-03,62882309,Amul Frozen Paneer Tikka 500g,Bakery & Frozen,16,250.0,4000.0,West,Wallet,584.44,Seasonal,Online Portal
T000350,2024-11-29,43280889,Amul Malai Paneer 1kg,Dairy Products,9,100.0,900.0,East,Card,133.34,First-time,franchise store
T000351,2024-07-13,93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,14,150.0,2100.0,East,Net Banking,184.96,Business,Mobile App
T000352,2024-02-22,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,20,177.0,3540.0,South,Net Banking,89.61,Business,Online Portal
T000353,2025-06-30,36576395,Amul Kool Café Can 250ml,Others,9,500.0,4500.0,South,Wallet,575.71,VIP,franchise store
T000354,2024-10-28,11288909,Amul Mithai Mate Condensed Milk 400g,Dairy Products,14,100.0,1400.0,West,Cash,242.51,New,Mobile App
